"last_name, first_name","player_id","year","player_age","ab","pa","hit","single","double","triple","home_run","strikeout","walk","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","isolated_power","babip","b_rbi","b_lob","b_total_bases","r_total_caught_stealing","r_total_stolen_base","b_ab_scoring","b_ball","b_called_strike","b_catcher_interf","b_foul","b_foul_tip","b_game","b_gnd_into_dp","b_gnd_into_tp","b_gnd_rule_double","b_hit_by_pitch","b_hit_ground","b_hit_fly","b_hit_into_play","b_hit_line_drive","b_hit_popup","b_out_fly","b_out_ground","b_out_line_drive","b_out_popup","b_intent_ball","b_intent_walk","b_interference","b_pinch_hit","b_pinch_run","b_pitchout","b_played_dh","b_sac_bunt","b_sac_fly","b_swinging_strike","r_caught_stealing_2b","r_caught_stealing_3b","r_caught_stealing_home","r_defensive_indiff","r_interference","r_pickoff_1b","r_pickoff_2b","r_pickoff_3b","r_run","r_stolen_base_2b","r_stolen_base_3b","r_stolen_base_home","b_total_ball","b_total_sacrifices","b_total_strike","b_total_swinging_strike","b_total_pitches","r_stolen_base_pct","r_total_pickoff","b_reached_on_error","b_walkoff","b_reached_on_int","xba","xslg","woba","xwoba","xobp","xiso","wobacon","xwobacon","bacon","xbacon","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel","barrel_batted_rate","solidcontact_percent","flareburner_percent","poorlyunder_percent","poorlytopped_percent","poorlyweak_percent","hard_hit_percent","avg_best_speed","avg_hyper_speed","z_swing_percent","z_swing_miss_percent","oz_swing_percent","oz_swing_miss_percent","oz_contact_percent","out_zone_swing_miss","out_zone_swing","out_zone_percent","out_zone","meatball_swing_percent","meatball_percent","pitch_count_offspeed","pitch_count_fastball","pitch_count_breaking","pitch_count","iz_contact_percent","in_zone_swing_miss","in_zone_swing","in_zone_percent","in_zone","edge_percent","edge","whiff_percent","swing_percent","pull_percent","straightaway_percent","opposite_percent","batted_ball","f_strike_percent","groundballs_percent","groundballs","flyballs_percent","flyballs","linedrives_percent","linedrives","popups_percent","popups","pop_2b_sba_count","pop_2b_sba","pop_2b_sb","pop_2b_cs","pop_3b_sba_count","pop_3b_sba","pop_3b_sb","pop_3b_cs","exchange_2b_3b_sba","maxeff_arm_2b_3b_sba","n_outs_above_average","n_fieldout_5stars","n_opp_5stars","n_5star_percent","n_fieldout_4stars","n_opp_4stars","n_4star_percent","n_fieldout_3stars","n_opp_3stars","n_3star_percent","n_fieldout_2stars","n_opp_2stars","n_2star_percent","n_fieldout_1stars","n_opp_1stars","n_1star_percent","rel_league_reaction_distance","rel_league_burst_distance","rel_league_routing_distance","rel_league_bootup_distance","f_bootup_distance","n_bolts","hp_to_1b","sprint_speed"
"Profar, Jurickson","595777","2024","31","45","53","15","8","5","0","2","9","7",17,13.2,".333",".578",".434","1.012","0.245",".382","10","15","26","0","0","12","87","29","0","37","0","15","3","0","0","1","4","2","36","9","0","6","11","2","2","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0","0","0","0","6","0","0","0","92","0","120","16","212",,"0","0","0","0",".250",".355",".443",".327",".363",".105",".494",".323",".417",".312","93.3","14.4",33.3,"1",2.8,11.1,22.2,27.8,33.3,2.8,50,"101.487887222","95.763451714",67.4,11.3,24.2,37.9,62.1,"11","29",56.6,"120",82.4,8,"42","114","38","212",88.7,"7","62",43.4,"92",41.5,"88",19.8,42.9,44.4,38.9,16.7,"36",54.7,41.7,"15",22.2,"8",30.6,"11",5.6,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26.6"
"McMahon, Ryan","641857","2024","29","47","56","18","14","2","0","2","12","8",21.4,14.3,".383",".553",".464","1.017","0.170",".471","9","17","26","1","0","11","78","45","0","39","4","13","0","0","0","0","8","3","36","7","0","4","11","1","1","0","0","0","1","0","0","0","0","1","22","1","0","0","0","0","0","0","0","5","0","0","0","82","1","152","22","234",,"0","0","1","0",".276",".448",".447",".364",".379",".172",".538",".410",".500",".367","94.2","8.7",33.3,"3",8.3,5.6,33.3,13.9,36.1,0,52.8,"102.444958889","96.201158571",58.3,14.3,32.5,56.8,40.5,"21","37",48.7,"114",70.6,7.3,"35","155","37","234",85.7,"10","70",51.3,"120",44.9,"105",29,45.7,33.3,33.3,33.3,"36",66.1,52.8,"19",19.4,"7",25,"9",2.8,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24.7"
"Steer, Spencer","668715","2024","26","43","51","16","8","4","1","3","7","6",13.7,11.8,".372",".721",".471","1.192","0.349",".394","15","15","31","0","2","17","78","33","0","42","5","12","0","0","0","2","6","3","36","7","0","5","9","3","3","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","10","1","0","1","90","0","129","13","219",,"0","1","0","0",".322",".583",".508",".437",".431",".261",".561",".460",".444",".387","89","12.5",36.1,"4",11.1,5.6,25,19.4,33.3,2.8,55.6,"101.113694444","95.277664",66.7,14.5,27,26.5,73.5,"9","34",57.5,"126",77.8,4.1,"31","143","27","219",85.5,"9","62",42.5,"93",38.4,"84",18.8,43.8,36.1,38.9,25,"36",56.9,41.7,"15",22.2,"8",27.8,"10",8.3,"3",,,,,,,,,,,"-1","0","1","0.0","1","1","100.0","0","1","0.0","1","1","100.0","0","1","0.0",,,,,,,,"27.9"
"Trout, Mike","545361","2024","32","44","50","14","6","1","1","6","8","5",16,10,".318",".795",".400","1.195","0.477",".267","8","17","35","0","2","8","84","41","0","39","2","12","0","0","0","1","2","8","36","4","0","12","5","2","3","0","0","0","0","0","0","2","0","0","9","0","0","0","0","0","0","0","0","8","2","0","0","91","0","127","9","218",,"0","0","0","0",".292",".687",".501",".444",".377",".395",".578",".498",".389",".357","89.1","29.8",38.9,"6",16.7,5.6,19.4,47.2,8.3,2.8,38.9,"100.697261111","94.348630556",63.5,12.3,12.6,15.4,84.6,"2","13",47.2,"103",73.7,8.7,"16","145","36","218",87.7,"9","73",52.8,"115",39.9,"87",12.8,39.4,33.3,27.8,38.9,"36",54,19.4,"7",55.6,"20",16.7,"6",8.3,"3",,,,,,,,,,,"1","0","0",,"0","0",,"1","1","100.0","1","1","100.0","2","2","100.0",,,,,,,,"28.3"
"Donovan, Brendan","680977","2024","27","43","53","11","5","4","0","2","7","6",13.2,11.3,".256",".488",".396","0.884","0.232",".265","8","13","21","1","0","13","86","48","0","35","1","12","0","0","1","4","2","4","36","4","1","10","11","2","2","0","0","0","0","0","0","0","0","0","9","1","0","0","0","0","0","0","0","8","0","0","0","95","0","132","9","227",,"0","0","0","0",".250",".417",".396",".365",".391",".167",".383",".338",".306",".298","90.5","15.7",33.3,"4",11.1,5.6,19.4,33.3,27.8,2.8,41.7,"99.08885","94.04875",58.6,6.2,16.4,36.8,57.9,"7","19",51.1,"116",60.9,10.1,"49","122","47","227",92.3,"4","65",48.9,"111",39.2,"89",13.1,37,33.3,38.9,27.8,"36",67.9,36.1,"13",38.9,"14",16.7,"6",8.3,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26.1"
"Seager, Corey","608369","2024","30","45","51","14","12","1","0","1","9","6",17.6,11.8,".311",".400",".392","0.792","0.089",".371","5","15","18","0","0","11","54","21","0","33","1","11","1","0","0","0","6","2","36","6","0","9","10","2","1","0","2","0","0","0","0","1","0","0","17","0","0","0","0","0","0","0","0","8","0","0","0","58","0","109","17","167",,"0","0","0","0",".274",".358",".347",".309",".360",".084",".394",".341",".389",".343","88.1","12.7",36.1,"0",0,8.3,25,27.8,36.1,2.8,33.3,"98.912707222","93.456353611",71.3,14.5,32.5,38.5,61.5,"10","26",47.9,"80",62.5,4.8,"38","75","39","167",85.5,"9","62",52.1,"87",50.3,"84",21.6,52.7,36.1,50,13.9,"36",70,44.4,"16",30.6,"11",22.2,"8",2.8,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24.3"
"Conforto, Michael","624424","2024","31","46","50","15","8","4","0","3","10","4",20,8,".326",".609",".380","0.989","0.283",".364","11","18","28","1","0","9","60","38","0","43","1","12","0","0","0","0","3","7","36","5","0","4","11","2","4","0","0","0","0","0","0","0","0","0","20","1","0","0","0","0","1","0","0","8","0","0","0","66","0","138","20","204",,"1","0","0","0",".297",".598",".428",".404",".354",".301",".516",".482",".417",".380","88.1","14.2",38.9,"6",16.7,13.9,19.4,19.4,22.2,8.3,41.7,"100.669954444","94.460075833",61.8,15.9,36.3,29.7,70.3,"11","37",50,"102",61.1,8.8,"31","113","43","204",84.1,"10","63",50,"102",39.7,"81",21,49,52.8,25,22.2,"36",66,38.9,"14",30.6,"11",19.4,"7",11.1,"4",,,,,,,,,,,"-1","0","2","0.0","0","0",,"0","0",,"2","3","66.7","1","1","100.0","-0.1","-5.3","-1","-6.4","26.7",,,"25.4"
"García, Adolis","666969","2024","31","51","56","15","8","3","0","4","16","3",28.6,5.4,".294",".588",".339","0.927","0.294",".344","13","28","30","0","2","16","58","26","0","38","2","13","1","0","0","1","5","6","36","4","0","10","7","1","3","0","0","0","0","0","0","3","0","1","35","0","0","0","0","0","0","0","0","9","2","0","0","66","1","139","35","205",,"0","0","0","0",".247",".510",".397",".364",".309",".263",".538",".487",".417",".369","92","21.1",36.1,"6",16.7,11.1,16.7,30.6,25,0,50,"103.357723889","96.382895278",73,21.9,38.1,55,45,"22","40",51.2,"105",90.9,5.4,"27","118","38","205",76.7,"16","73",48.8,"100",43.4,"89",33.6,55.1,27.8,47.2,25,"36",69.6,33.3,"12",44.4,"16",13.9,"5",8.3,"3",,,,,,,,,,,"-1","0","3","0.0","0","2","0.0","0","0",,"2","2","100.0","0","0",,"0.6","-0.2","-1.5","-1.1","33.5",,,"26.6"
"Alonso, Pete","624413","2024","29","50","55","11","7","1","0","3","14","4",25.5,7.3,".220",".420",".291","0.711","0.200",".242","6","26","21","0","0","8","72","36","0","43","5","12","1","0","0","1","4","2","36","5","0","8","9","4","4","0","0","0","0","0","0","0","0","0","20","0","0","0","1","0","0","0","0","9","0","0","0","76","0","141","20","217",,"0","0","0","0",".236",".384",".316",".304",".307",".148",".384",".367",".306",".331","89.4","18.7",44.4,"4",11.1,8.3,13.9,36.1,27.8,0,28.6,"99.018270556","93.791201714",64.2,18.6,31.5,38.2,61.8,"13","34",49.8,"108",80,9.2,"33","109","59","217",81.4,"13","70",50.2,"109",38.2,"83",24.8,48.4,33.3,30.6,36.1,"36",58.2,36.1,"13",27.8,"10",25,"9",11.1,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25.5"
"Estrada, Thairo","642731","2024","28","50","52","8","6","1","0","1","15","1",28.8,1.9,".160",".240",".173","0.413","0.080",".200","6","19","12","0","0","11","46","41","0","27","1","13","0","0","0","0","3","1","36","4","0","9","13","4","2","0","0","0","0","0","0","0","0","1","22","0","0","0","0","0","0","0","0","3","0","0","0","50","1","128","22","178",,"0","0","1","0",".185",".303",".182",".213",".198",".118",".244",".288",".222",".258","86.7","12.3",27.8,"1",2.8,11.1,13.9,27.8,41.7,2.8,30.6,"96.526217222","92.263108611",64.2,16.4,31.3,53.8,46.2,"14","26",46.6,"83",73.3,8.4,"3","95","62","178",83.6,"10","61",53.4,"95",45.5,"81",27.6,48.9,30.6,50,19.4,"36",73.1,44.4,"16",27.8,"10",22.2,"8",5.6,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.41","27.7"
"Ozuna, Marcell","542303","2024","33","46","49","15","8","2","0","5","10","3",20.4,6.1,".326",".696",".367","1.063","0.370",".323","13","16","32","0","0","16","61","24","0","35","1","11","0","0","0","0","5","5","36","5","0","6","11","4","0","0","0","0","0","0","0","11","0","0","28","0","0","0","0","0","0","0","0","8","0","0","0","66","0","125","28","191",,"0","0","0","0",".319",".610",".455",".410",".361",".291",".561",".499",".417",".408","91.7","10.7",36.1,"5",13.9,11.1,27.8,13.9,30.6,2.8,52.8,"101.098592778","95.758443333",77.9,21.6,28.1,51.9,48.1,"14","27",50.3,"96",73.3,7.9,"15","122","42","191",78.4,"16","74",49.7,"95",44,"84",29.7,52.9,44.4,30.6,25,"36",63.3,44.4,"16",30.6,"11",25,"9",0,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23.5"
"Soler, Jorge","624585","2024","32","47","56","9","4","3","0","2","11","8",19.6,14.3,".191",".383",".304","0.687","0.192",".200","3","27","18","0","0","9","81","30","0","44","1","13","2","0","0","0","2","3","37","4","0","11","10","3","4","0","0","0","0","0","0","13","0","1","20","0","0","0","0","0","0","0","0","8","0","0","0","87","1","132","20","219",,"0","0","0","0",".221",".411",".308",".325",".329",".190",".314",".340",".243",".282","90.1","21.5",27,"2",5.4,13.5,16.2,40.5,21.6,2.7,40.5,"99.301295789","93.874902973",73.5,14.7,23.1,37,63,"10","27",53.4,"117",84.6,5.9,"25","122","49","219",85.3,"11","75",46.6,"102",39.3,"86",20.6,46.6,29.7,48.6,21.6,"37",58.9,32.4,"12",37.8,"14",18.9,"7",10.8,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25.4"
"Suárez, Eugenio","553993","2024","32","51","57","13","9","3","0","1","15","4",26.3,7,".255",".373",".316","0.689","0.118",".333","9","26","19","0","0","11","82","41","0","38","1","13","0","0","0","1","4","2","37","7","0","9","8","4","3","0","0","0","0","0","0","0","0","1","24","0","0","0","0","0","0","0","0","7","0","0","0","93","1","141","24","234",,"0","0","0","0",".263",".411",".309",".320",".323",".148",".380",".397",".351",".363","89.9","21.8",43.2,"4",10.8,10.8,21.6,27,24.3,5.4,37.8,"99.998692105","94.371765135",65.2,15.1,22.1,51.9,48.1,"14","27",52.1,"122",92.3,5.6,"25","120","76","234",84.9,"11","73",47.9,"112",43.2,"101",25,42.7,43.2,21.6,35.1,"37",57.9,32.4,"12",29.7,"11",29.7,"11",8.1,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25.8"
"Henderson, Gunnar","683002","2024","23","48","54","11","5","1","2","3","12","5",22.2,9.3,".229",".521",".296","0.817","0.292",".235","8","15","25","0","3","12","68","33","0","32","3","12","0","0","0","0","4","3","37","4","0","7","8","6","4","0","0","0","1","0","0","0","0","1","16","0","0","0","0","0","0","0","0","9","1","2","0","74","1","124","16","198",,"0","0","0","0",".282",".537",".348",".381",".350",".254",".413",".461",".297",".376","96.3","16",37.8,"5",13.5,13.5,18.9,29.7,21.6,2.7,62.2,"104.833998421","98.172261351",72.3,20.6,22.1,34.8,65.2,"8","23",52.5,"104",92.9,7.1,"30","114","44","198",79.4,"14","68",47.5,"94",46,"91",24.2,46,24.3,56.8,18.9,"37",63,32.4,"12",27,"10",29.7,"11",10.8,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,"28.1"
"Torkelson, Spencer","679529","2024","24","45","49","9","6","3","0","0","8","3",16.3,6.1,".200",".267",".265","0.532","0.067",".243","3","26","12","0","0","14","58","28","0","26","5","11","1","0","0","1","5","2","37","2","0","10","8","3","7","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","4","0","0","0","64","0","112","15","176",,"0","0","0","0",".210",".248",".247",".242",".275",".037",".250",".243",".243",".256","87.4","21.8",21.6,"0",0,0,21.6,45.9,29.7,2.7,32.4,"97.512886316","92.926517297",66.7,14.1,25,60,40,"12","20",45.5,"80",64.3,8,"16","107","34","176",85.9,"9","64",54.5,"96",48.3,"85",25,47.7,51.4,35.1,13.5,"37",59.2,35.1,"13",32.4,"12",13.5,"5",18.9,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26.7"
"Ward, Taylor","621493","2024","30","49","51","15","10","2","0","3","12","2",23.5,3.9,".306",".531",".333","0.864","0.225",".353","11","14","26","1","1","10","60","35","0","35","1","12","1","0","0","0","1","5","37","9","0","7","11","2","1","0","0","0","0","0","0","0","0","0","21","1","0","0","0","0","0","0","0","8","1","0","0","61","0","129","21","190",,"0","2","0","0",".326",".587",".377",".400",".353",".261",".482",".516",".405",".434","90","15.5",54.1,"5",13.5,5.4,29.7,21.6,24.3,2.7,40.5,"101.072653889","94.741153056",70.6,15.3,25,50,50,"11","22",46.3,"88",73.3,7.9,"9","115","44","190",84.7,"11","72",53.7,"102",45.3,"86",23.4,49.5,24.3,35.1,40.5,"37",68.6,32.4,"12",32.4,"12",32.4,"12",2.7,"1",,,,,,,,,,,"2","0","0",,"1","1","100.0","1","1","100.0","3","3","100.0","1","1","100.0","1.1","1.2","0.2","2.5","36",,,"27.5"
"Naylor, Josh","647304","2024","27","39","48","13","7","3","0","3","4","5",8.3,10.4,".333",".641",".417","1.058","0.308",".294","9","17","25","1","0","12","45","7","0","26","0","11","0","0","0","2","3","2","37","8","0","3","13","4","4","0","2","0","0","0","0","0","0","2","18","1","0","0","0","0","0","0","0","8","0","0","0","49","2","88","18","137",,"0","1","0","0",".319",".596",".435",".405",".406",".277",".443",".407",".351",".338","89.8","16.5",40.5,"5",13.5,2.7,18.9,24.3,37.8,2.7,40.5,"100.851645263","94.635322162",89.6,13.3,30,47.6,52.4,"10","21",51.1,"70",88.9,6.6,"29","61","34","137",86.7,"8","60",48.9,"67",43.8,"60",22.2,59.1,35.1,29.7,35.1,"37",57.4,43.2,"16",13.5,"5",32.4,"12",10.8,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24.4"
"Bell, Josh","605137","2024","31","48","57","9","7","1","0","1","10","7",17.5,12.3,".188",".271",".304","0.575","0.083",".216","6","21","13","0","0","12","80","37","1","33","3","13","3","0","0","1","3","1","38","5","0","8","17","3","1","0","0","0","0","0","0","5","0","0","20","0","0","0","0","0","0","0","0","6","0","0","0","89","0","132","20","221",,"0","1","0","1",".240",".375",".274",".327",".351",".135",".255",".333",".237",".305","92.2","11.4",26.3,"1",2.6,7.9,23.7,21.1,39.5,2.6,43.2,"100.751114737","95.282938108",64.6,17.7,25.8,40.6,59.4,"13","32",56.4,"124",60,6.8,"49","126","35","221",82.3,"11","62",43.6,"96",45.9,"101",25.3,43,36.8,36.8,26.3,"38",61.4,52.6,"20",23.7,"9",21.1,"8",2.6,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24.7"
"Thomas, Lane","657041","2024","28","47","53","9","8","0","0","1","10","5",18.9,9.4,".191",".255",".264","0.519","0.064",".216","7","16","12","0","6","13","81","41","0","53","3","12","0","0","0","0","4","0","38","5","0","13","6","6","4","0","0","0","0","0","0","0","0","1","13","0","0","0","0","0","0","0","0","4","5","1","0","87","1","150","13","237",,"0","0","0","0",".230",".325",".242",".279",".299",".095",".245",".295",".237",".285","90.5","25.6",34.2,"1",2.6,2.6,34.2,42.1,18.4,0,42.1,"98.819632632","93.833866316",69.8,9.9,23.1,35.7,64.3,"10","28",51.1,"121",100,5.5,"36","138","54","237",90.1,"8","81",48.9,"116",46.4,"110",16.5,46,39.5,31.6,28.9,"38",64.2,26.3,"10",34.2,"13",28.9,"11",10.5,"4",,,,,,,,,,,"0","0","4","0.0","0","1","0.0","1","1","100.0","2","2","100.0","1","1","100.0","-0.8","-0.5","0","-1.3","31.1","2",,"28.6"
"Blackmon, Charlie","453568","2024","37","43","48","14","8","3","2","1","5","5",10.4,10.4,".326",".558",".396","0.954","0.232",".351","6","5","24","0","1","6","65","35","0","24","1","12","0","0","0","0","5","2","38","7","0","8","8","4","4","0","0","0","0","0","0","5","0","0","12","0","0","0","0","0","0","0","0","6","1","0","0","70","0","112","12","182",,"0","0","0","0",".289",".468",".415",".364",".363",".179",".431",".367",".368",".328","88.7","15.4",36.8,"4",10.5,7.9,23.7,28.9,26.3,2.6,39.5,"98.815143158","93.657117027",61.3,6.1,27.5,42.9,57.1,"12","28",56,"102",60,8.2,"30","109","39","182",93.9,"3","49",44,"80",41.2,"75",19.5,42.3,36.8,42.1,21.1,"38",64.6,34.2,"13",26.3,"10",28.9,"11",10.5,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27.3"
"Guerrero Jr., Vladimir","665489","2024","25","50","59","10","5","2","0","3","12","8",20.3,13.6,".200",".420",".322","0.742","0.220",".200","5","23","21","0","0","11","76","30","0","39","4","13","0","0","0","1","2","4","38","4","0","5","16","6","1","0","0","0","0","0","0","1","0","0","25","0","0","0","0","0","0","0","0","7","0","0","0","82","0","136","25","218",,"0","1","0","0",".280",".548",".334",".402",".390",".268",".350",".456",".263",".368","92.8","7.8",28.9,"5",13.2,2.6,28.9,15.8,36.8,2.6,55.3,"104.780402632","97.171943421",70.9,17.8,28.7,48.5,51.5,"16","33",52.8,"115",78.6,6.4,"43","127","34","218",82.2,"13","73",47.2,"103",37.6,"82",27.4,48.6,34.2,44.7,21.1,"38",64.4,47.4,"18",23.7,"9",26.3,"10",2.6,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.59","27.1"
"Encarnacion-Strand, Christian","687952","2024","24","52","54","8","5","2","0","1","15","1",27.8,1.9,".154",".250",".167","0.417","0.096",".189","5","32","13","0","0","21","44","30","0","34","2","12","3","0","0","0","3","3","38","2","0","7","19","1","3","0","0","0","0","0","0","0","0","1","23","0","0","0","0","0","0","0","0","4","0","0","0","47","1","130","23","177",,"0","0","1","0",".252",".487",".183",".313",".262",".235",".241",".430",".211",".348","92","13.3",21.1,"4",10.5,2.6,21.1,21.1,39.5,2.6,44.7,"101.006094737","95.486485135",69.7,14.5,43.2,50,50,"19","38",49.7,"88",87.5,9,"19","104","36","177",85.5,"9","62",50.3,"89",44.6,"79",28,56.5,52.6,34.2,13.2,"38",66.7,57.9,"22",26.3,"10",7.9,"3",7.9,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.62","27.3"
"Rizzo, Anthony","519203","2024","34","49","56","12","10","1","0","1","11","5",19.6,8.9,".245",".327",".339","0.666","0.082",".297","4","29","16","0","0","14","74","40","0","35","5","13","0","0","0","2","4","1","38","7","0","5","12","5","4","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","6","0","0","0","80","0","135","15","215",,"0","1","0","0",".234",".319",".311",".298",".329",".086",".326",".308",".316",".301","86.2","9",36.8,"0",0,10.5,26.3,26.3,34.2,2.6,31.6,"96.948166316","92.570186053",64.1,16.7,25.9,37.9,62.1,"11","29",52.1,"112",100,5.6,"35","113","60","215",83.3,"11","66",47.9,"103",36.7,"79",23.2,44.2,39.5,36.8,23.7,"38",55.4,42.1,"16",15.8,"6",31.6,"12",10.5,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23.3"
"Bellinger, Cody","641355","2024","28","47","55","9","6","1","0","2","10","6",18.2,10.9,".191",".340",".291","0.631","0.149",".194","10","21","16","0","0","12","61","25","0","27","2","12","2","0","0","1","3","3","38","3","0","14","8","4","3","0","3","0","1","0","0","1","0","1","22","0","0","0","0","0","0","0","0","5","0","0","0","67","1","115","22","182",,"0","0","0","0",".184",".382",".264",".274",".287",".198",".286",".300",".237",".232","90.3","24.4",36.8,"3",7.9,5.3,10.5,50,23.7,2.6,34.2,"98.423303158","93.750634211",74.5,22.4,17.5,57.1,42.9,"8","14",44,"80",73.7,10.4,"24","111","44","182",77.6,"17","76",56,"102",39,"71",27.8,49.5,47.4,26.3,26.3,"38",61.5,28.9,"11",44.7,"17",18.4,"7",7.9,"3",,,,,,,,,,,"0","0","2","0.0","0","1","0.0","0","1","0.0","3","3","100.0","2","2","100.0","-0.9","-1.8","-0.5","-3.1","31.2",,,"27.8"
"Santander, Anthony","623993","2024","29","51","53","11","6","2","0","3","13","1",24.5,1.9,".216",".431",".226","0.657","0.215",".222","13","22","22","0","0","16","50","29","0","49","6","12","0","0","0","0","3","3","39","5","0","8","5","7","8","0","0","0","0","0","0","1","0","1","24","0","0","0","0","0","0","0","0","6","0","0","0","55","1","147","24","202",,"0","0","0","0",".214",".361",".282",".251",".228",".147",".365",".323",".282",".285","86.2","27.3",43.6,"1",2.6,17.9,17.9,41,15.4,5.1,30.8,"98.134852","93.19736",72.7,22.2,44.7,30.4,69.6,"14","46",51,"103",92.9,6.9,"32","116","46","202",77.8,"16","72",49,"99",44.1,"89",25.4,58.4,35.9,41,23.1,"39",67.9,20.5,"8",28.2,"11",30.8,"12",20.5,"8",,,,,,,,,,,"0","0","2","0.0","1","2","50.0","1","1","100.0","4","4","100.0","4","4","100.0","-0.9","-1.2","0.8","-1.3","32.2",,,"24.8"
"Witt Jr., Bobby","677951","2024","24","53","58","19","8","5","2","4","14","4",24.1,6.9,".358",".755",".414","1.169","0.397",".429","8","14","40","3","3","11","83","25","0","45","4","13","1","0","0","1","4","7","39","8","0","10","8","1","1","0","0","0","1","0","0","0","0","0","33","3","0","0","0","0","1","0","0","13","3","0","0","89","0","148","33","237",,"1","0","0","0",".374",".863",".496",".533",".428",".489",".646",".702",".487",".508","100","16.4",38.5,"11",28.2,5.1,30.8,17.9,17.9,0,74.4,"108.3550185","101.577465128",75.9,24.4,31.8,46.3,53.7,"19","41",54.4,"129",87,9.7,"11","137","69","237",75.6,"20","82",45.6,"108",34.6,"82",31.7,51.9,20.5,43.6,35.9,"39",53.4,30.8,"12",43.6,"17",23.1,"9",2.6,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7",,"30.1"
"Crawford, J.P.","641487","2024","29","50","56","7","5","0","0","2","11","5",19.6,8.9,".140",".260",".232","0.492","0.120",".135","5","18","13","0","0","11","77","52","0","27","1","13","0","0","0","1","3","4","39","0","0","6","19","3","4","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","6","0","0","0","80","0","131","12","211",,"0","0","0","0",".197",".344",".231",".281",".283",".147",".222",".294",".179",".253","85","8.9",15.4,"2",5.1,5.1,15.4,23.1,35.9,15.4,33.3,"98.124996316","93.079339211",54,13.4,13.8,33.3,66.7,"4","12",41.2,"87",71.4,10,"21","128","51","211",86.6,"9","67",58.8,"124",49.8,"105",16.5,37.4,51.3,23.1,25.6,"39",60.7,56.4,"22",25.6,"10",7.7,"3",10.3,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25.5"
"Yoshida, Masataka","807799","2024","30","45","50","10","8","2","0","0","6","4",12,8,".222",".267",".300","0.567","0.045",".256","4","19","12","0","0","9","73","43","0","36","0","13","1","0","0","1","5","0","39","5","0","6","17","3","3","0","0","0","0","0","0","12","0","0","10","0","0","0","0","0","0","0","0","5","0","0","0","79","0","130","10","209",,"0","0","0","0",".252",".363",".267",".309",".327",".111",".251",".304",".256",".291","88.8","4.3",28.2,"1",2.6,7.7,25.6,17.9,46.2,0,35.9,"97.9729815","93.118994872",60.9,9,20.2,30,70,"6","20",47.4,"99",63.6,10.5,"31","109","56","209",91,"6","67",52.6,"110",39.2,"82",13.8,41.6,41,43.6,15.4,"39",48,56.4,"22",15.4,"6",20.5,"8",7.7,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.42","25.6"
"Bleday, JJ","668709","2024","26","51","54","13","9","2","1","1","11","3",20.4,5.6,".255",".392",".296","0.688","0.137",".308","5","19","20","0","0","10","72","34","0","29","1","13","0","0","0","0","5","3","40","5","0","7","14","3","3","0","1","0","0","0","0","0","0","0","27","0","0","0","0","0","0","0","0","3","0","0","0","74","0","132","27","206",,"0","1","0","0",".205",".313",".298",".239",".249",".108",".360",".282",".325",".261","85.2","12.3",27.5,"1",2.5,5,20,30,40,2.5,22.5,"95.872475","91.957431",70.2,21.9,24.5,52,48,"13","25",49.5,"102",81.8,5.3,"45","93","60","206",78.1,"16","73",50.5,"104",41.7,"86",29.6,47.6,25,57.5,17.5,"40",60.4,47.5,"19",25,"10",20,"8",7.5,"3",,,,,,,,,,,"-1","0","1","0.0","0","1","0.0","1","1","100.0","3","4","75.0","2","3","66.7","-0.2","0.5","-0.3","0.1","35.1",,"4.38","27.8"
